person_id,name,team_id,team,team_abbreviation,position,rank,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides
402920,Lautaro Martinez,285023_43922,Argentina,ARG,FW,17,8.0,5.0,1.0,0.0,0.0,2.0
430442,Harry Souttar,285023_43976,Australia,AUS,DF,17,8.0,1.0,1.0,0.0,0.0,0.0
447860,Alex Baena,285023_43969,Spain,ESP,MF,17,8.0,5.0,1.0,0.0,0.0,0.0
385475,Eldor Shomurodov,285023_44005,Uzbekistan,UZB,FW,17,8.0,4.0,0.0,0.0,0.0,1.0
475260,Behruzjon Karimov,285023_44005,Uzbekistan,UZB,DF,17,8.0,4.0,0.0,0.0,0.0,0.0
402021,Remo Freuler,285023_43971,Switzerland,SUI,MF,17,8.0,3.0,0.0,0.0,0.0,1.0
369419,Harry Kane,285023_43942,England,ENG,FW,17,8.0,8.0,0.0,0.0,0.0,2.0
483505,David Moller Wolfe,285023_43961,Norway,NOR,DF,33,7.0,2.0,0.0,0.0,0.0,0.0
448373,Maxim De Cuyper,285023_43935,Belgium,BEL,DF,33,7.0,2.0,1.0,0.0,0.0,0.0
403319,Nasser Aldawsari,285023_43835,Saudi Arabia,KSA,MF,33,7.0,2.0,1.0,0.0,0.0,0.0
403274,Hiroki Ito,285023_43819,Japan,JPN,DF,33,7.0,0.0,0.0,0.0,0.0,0.0
419473,Jassem Gaber,285023_43834,Qatar,QAT,DF,33,7.0,0.0,1.0,0.0,0.0,0.0
371736,Saeid Ezatolahi,285023_43817,IR Iran,IRN,MF,33,7.0,4.0,2.0,0.0,0.0,0.0
430144,Pedro Porro,285023_43969,Spain,ESP,DF,33,7.0,6.0,0.0,0.0,0.0,0.0
489689,Lucas Bergvall,285023_43970,Sweden,SWE,MF,33,7.0,4.0,1.0,0.0,0.0,0.0
372436,Ivan Sunjic,285023_44037,Bosnia and Herzegovina,BIH,MF,33,7.0,0.0,0.0,0.0,0.0,0.0
481610,Elliot Anderson,285023_43942,England,ENG,MF,33,7.0,9.0,0.0,0.0,0.0,0.0
485066,Petar Sucic,285023_43938,Croatia,CRO,MF,33,7.0,6.0,1.0,0.0,0.0,1.0
441067,Stefan Posch,285023_43934,Austria,AUT,DF,33,7.0,3.0,2.0,0.0,0.0,0.0
401444,Youri Tielemans,285023_43935,Belgium,BEL,MF,33,7.0,10.0,0.0,0.0,0.0,1.0
423874,Lee Hanbeom,285023_43822,Korea Republic,KOR,DF,33,7.0,3.0,0.0,0.0,0.0,0.0
403049,Ezri Konsa,285023_43942,England,ENG,DF,33,7.0,11.0,0.0,0.0,0.0,0.0
411443,Timothy Castagne,285023_43935,Belgium,BEL,DF,33,7.0,2.0,1.0,0.0,0.0,0.0
428886,Luis Diaz,285023_43926,Colombia,COL,FW,33,7.0,9.0,0.0,0.0,0.0,9.0
335656,Danilo,285023_43924,Brazil,BRA,DF,33,7.0,1.0,2.0,0.0,0.0,1.0
402876,Agustin Canobbio,285023_43930,Uruguay,URU,MF,33,7.0,5.0,0.0,1.0,0.0,1.0
428905,Luis Suarez,285023_43926,Colombia,COL,FW,33,7.0,8.0,1.0,0.0,0.0,1.0
389784,Alan Franco,285023_43927,Ecuador,ECU,MF,33,7.0,0.0,2.0,0.0,0.0,0.0
431196,Cristian Romero,285023_43922,Argentina,ARG,DF,33,7.0,2.0,0.0,0.0,0.0,0.0
386538,Rodrigo Bentancur,285023_43930,Uruguay,URU,MF,33,7.0,5.0,1.0,0.0,0.0,0.0
402772,Jesus Gallardo,285023_43911,Mexico,MEX,DF,33,7.0,3.0,0.0,0.0,0.0,0.0
506279,Caleb Yirenkyi,285023_43860,Ghana,GHA,MF,33,7.0,3.0,2.0,0.0,0.0,0.0
489300,Martin Experience,285023_43908,Haiti,HAI,DF,33,7.0,6.0,0.0,0.0,0.0,0.0
353235,Jordan Ayew,285023_43860,Ghana,GHA,FW,33,7.0,7.0,0.0,0.0,0.0,1.0
400721,Achraf Hakimi,285023_43872,Morocco,MAR,DF,33,7.0,16.0,1.0,0.0,0.0,0.0
371609,Franck Kessie,285023_43854,Côte d'Ivoire,CIV,MF,33,7.0,2.0,1.0,0.0,0.0,1.0
507253,Kwasi Sibo,285023_43860,Ghana,GHA,MF,33,7.0,1.0,0.0,0.0,0.0,0.0
356731,Raul Jimenez,285023_43911,Mexico,MEX,FW,33,7.0,2.0,0.0,0.0,0.0,2.0
520039,Marvin Senaya,285023_43860,Ghana,GHA,DF,64,6.0,4.0,0.0,0.0,0.0,0.0
485676,Lenny Joseph,285023_43908,Haiti,HAI,FW,64,6.0,1.0,0.0,0.0,0.0,0.0
483161,Mostafa Zico,285023_43855,Egypt,EGY,MF,64,6.0,5.0,0.0,0.0,0.0,2.0
430628,Alexis Mac Allister,285023_43922,Argentina,ARG,MF,64,6.0,9.0,0.0,0.0,0.0,0.0
395550,Jefferson Lerma,285023_43926,Colombia,COL,MF,64,6.0,5.0,1.0,0.0,0.0,0.0
308386,Casemiro,285023_43924,Brazil,BRA,MF,64,6.0,6.0,2.0,0.0,0.0,0.0
448252,Enzo Fernandez,285023_43922,Argentina,ARG,MF,64,6.0,4.0,0.0,0.0,0.0,1.0
386013,Davinson Sanchez,285023_43926,Colombia,COL,DF,64,6.0,5.0,1.0,0.0,0.0,1.0
430735,Marc Cucurella,285023_43969,Spain,ESP,DF,64,6.0,2.0,0.0,0.0,0.0,3.0
464924,Abdukodir Khusanov,285023_44005,Uzbekistan,UZB,DF,64,6.0,0.0,2.0,0.0,0.0,0.0
275917,Ricardo Ade,285023_43908,Haiti,HAI,DF,64,6.0,4.0,0.0,0.0,0.0,0.0
464933,Abbosbek Fayzullaev,285023_44005,Uzbekistan,UZB,MF,64,6.0,4.0,0.0,0.0,0.0,0.0
448131,Ruben Vargas,285023_43971,Switzerland,SUI,FW,64,6.0,6.0,0.0,0.0,0.0,2.0
486080,Robin Hranac,285023_43995,Czechia,CZE,DF,64,6.0,0.0,0.0,0.0,0.0,0.0
482976,Amar Dedic,285023_44037,Bosnia and Herzegovina,BIH,DF,64,6.0,3.0,1.0,0.0,0.0,0.0
466317,Juninho Bacuna,285023_1895293,Curaçao,CUW,MF,64,6.0,3.0,2.0,0.0,0.0,0.0
441170,Ladislav Krejci,285023_43995,Czechia,CZE,DF,64,6.0,2.0,1.0,0.0,0.0,0.0
369267,Yasser Ibrahim,285023_43855,Egypt,EGY,DF,64,6.0,3.0,2.0,0.0,0.0,0.0
376230,Sead Kolasinac,285023_44037,Bosnia and Herzegovina,BIH,DF,64,6.0,4.0,0.0,0.0,0.0,0.0
486317,Guela Doue,285023_43854,Côte d'Ivoire,CIV,DF,64,6.0,5.0,1.0,0.0,0.0,0.0
448531,Antoine Semenyo,285023_43860,Ghana,GHA,MF,64,6.0,4.0,0.0,0.0,0.0,4.0
400514,Ao Tanaka,285023_43819,Japan,JPN,MF,64,6.0,2.0,0.0,0.0,0.0,0.0
391646,Ritsu Doan,285023_43819,Japan,JPN,MF,64,6.0,5.0,0.0,0.0,0.0,0.0
431858,Rayan Ait Nouri,285023_43843,Algeria,ALG,DF,64,6.0,4.0,0.0,0.0,0.0,0.0
430413,Ayase Ueda,285023_43819,Japan,JPN,FW,64,6.0,4.0,0.0,0.0,0.0,1.0
422657,Frenkie De Jong,285023_43960,Netherlands,NED,MF,64,6.0,6.0,0.0,0.0,0.0,0.0
398588,Alexander Sorloth,285023_43961,Norway,NOR,FW,64,6.0,2.0,0.0,0.0,0.0,2.0
389876,Dayot Upamecano,285023_43946,France,FRA,DF,64,6.0,3.0,0.0,0.0,0.0,0.0
448202,Jude Bellingham,285023_43942,England,ENG,MF,64,6.0,12.0,1.0,0.0,0.0,1.0
430070,Ante Budimir,285023_43938,Croatia,CRO,FW,64,6.0,4.0,0.0,0.0,0.0,0.0
514166,Nathan Ngoy,285023_43935,Belgium,BEL,DF,64,6.0,1.0,0.0,1.0,0.0,0.0
463780,Nico Oreilly,285023_43942,England,ENG,DF,64,6.0,4.0,1.0,0.0,0.0,0.0
483496,Julian Ryerson,285023_43961,Norway,NOR,FW,64,6.0,1.0,0.0,0.0,0.0,0.0
436612,Denzel Dumfries,285023_43960,Netherlands,NED,DF,64,6.0,3.0,0.0,0.0,0.0,1.0
385259,Konrad Laimer,285023_43934,Austria,AUT,MF,64,6.0,3.0,1.0,0.0,0.0,3.0
385531,Xaver Schlager,285023_43934,Austria,AUT,MF,64,6.0,0.0,0.0,0.0,0.0,0.0
404645,Sander Berge,285023_43961,Norway,NOR,MF,64,6.0,2.0,0.0,0.0,0.0,0.0
384752,Ruben Dias,285023_43963,Portugal,POR,DF,64,6.0,3.0,1.0,0.0,0.0,0.0
368649,Joao Cancelo,285023_43963,Portugal,POR,DF,64,6.0,2.0,0.0,0.0,0.0,1.0
409191,Nikola Vlasic,285023_43938,Croatia,CRO,MF,103,5.0,0.0,0.0,0.0,0.0,2.0
448114,Dan Ndoye,285023_43971,Switzerland,SUI,FW,103,5.0,16.0,0.0,0.0,0.0,4.0
448014,Alessandro Circati,285023_43976,Australia,AUS,DF,103,5.0,4.0,1.0,0.0,0.0,0.0
430733,Mikel Merino,285023_43969,Spain,ESP,MF,103,5.0,5.0,0.0,0.0,0.0,0.0
411226,Djibril Sow,285023_43971,Switzerland,SUI,MF,103,5.0,4.0,0.0,0.0,0.0,0.0
479042,Abdulla Abdullaev,285023_44005,Uzbekistan,UZB,DF,103,5.0,1.0,0.0,0.0,0.0,0.0
483276,Gabriel Gudmundsson,285023_43970,Sweden,SWE,DF,103,5.0,7.0,1.0,0.0,0.0,0.0
448112,Zeki Amdouni,285023_43971,Switzerland,SUI,FW,103,5.0,4.0,0.0,0.0,0.0,0.0
398509,Nico Elvedi,285023_43971,Switzerland,SUI,DF,103,5.0,6.0,1.0,0.0,0.0,0.0
411375,Rodri,285023_43969,Spain,ESP,MF,103,5.0,3.0,0.0,0.0,0.0,1.0
418715,Jose Cordoba,285023_43914,Panama,PAN,DF,103,5.0,1.0,0.0,0.0,0.0,0.0
470760,Jhon Arias,285023_43926,Colombia,COL,MF,103,5.0,2.0,1.0,0.0,0.0,0.0
441622,Jhon Lucumi,285023_43926,Colombia,COL,DF,103,5.0,0.0,1.0,0.0,0.0,0.0
400634,Edson Alvarez,285023_43911,Mexico,MEX,DF,103,5.0,2.0,1.0,0.0,0.0,0.0
419082,Ricardo Pepi,285023_43921,USA,USA,FW,103,5.0,2.0,0.0,0.0,0.0,2.0
429157,Julian Quinones,285023_43911,Mexico,MEX,FW,103,5.0,7.0,0.0,0.0,0.0,1.0
403596,Jorge Sanchez,285023_43911,Mexico,MEX,DF,103,5.0,1.0,1.0,0.0,0.0,1.0
464533,Brian Gutierrez,285023_43911,Mexico,MEX,MF,103,5.0,3.0,1.0,0.0,0.0,0.0
395581,Cristian Martinez,285023_43914,Panama,PAN,MF,103,5.0,5.0,0.0,0.0,0.0,1.0
499912,Sebastian Berhalter,285023_43921,USA,USA,MF,103,5.0,7.0,1.0,0.0,0.0,0.0
463128,Diego Gomez,285023_43928,Paraguay,PAR,MF,103,5.0,1.0,2.0,0.0,0.0,0.0
390238,Tyler Adams,285023_43921,USA,USA,MF,103,5.0,6.0,1.0,0.0,0.0,0.0
419020,Gonzalo Plata,285023_43927,Ecuador,ECU,FW,103,5.0,4.0,1.0,0.0,0.0,0.0
429642,Jamal Musiala,285023_43948,Germany,GER,MF,103,5.0,11.0,1.0,0.0,0.0,0.0
475036,Rayan,285023_43924,Brazil,BRA,FW,103,5.0,4.0,0.0,0.0,0.0,1.0
430176,Ryan Gravenberch,285023_43960,Netherlands,NED,MF,103,5.0,3.0,0.0,0.0,0.0,0.0
431693,Frantzdy Pierrot,285023_43908,Haiti,HAI,FW,103,5.0,4.0,1.0,0.0,0.0,2.0
401378,Jonathan Tah,285023_43948,Germany,GER,DF,103,5.0,1.0,0.0,0.0,0.0,0.0
484022,Tarik Muharemovic,285023_44037,Bosnia and Herzegovina,BIH,DF,103,5.0,2.0,0.0,1.0,0.0,0.0
344654,Mohamed Salah,285023_43855,Egypt,EGY,FW,103,5.0,13.0,0.0,0.0,0.0,1.0
489704,Renato Veiga,285023_43963,Portugal,POR,DF,103,5.0,3.0,2.0,0.0,0.0,0.0
390475,Sphephelo Sithole,285023_43883,South Africa,RSA,MF,103,5.0,1.0,0.0,1.0,0.0,0.0
441257,Jonathan David,285023_43899,Canada,CAN,FW,103,5.0,5.0,1.0,0.0,0.0,0.0
430138,Tajon Buchanan,285023_43899,Canada,CAN,FW,103,5.0,8.0,0.0,0.0,0.0,2.0
397775,Carlens Arcus,285023_43908,Haiti,HAI,DF,103,5.0,3.0,1.0,0.0,0.0,2.0
433469,Mohanad Lashin,285023_43855,Egypt,EGY,MF,103,5.0,3.0,2.0,0.0,0.0,0.0
390670,Cyle Larin,285023_43899,Canada,CAN,FW,103,5.0,1.0,2.0,0.0,0.0,3.0
433426,Soufiane Rahimi,285023_43872,Morocco,MAR,FW,103,5.0,6.0,0.0,0.0,0.0,2.0
486929,Tani Oluwaseyi,285023_43899,Canada,CAN,FW,103,5.0,5.0,0.0,0.0,0.0,1.0
423941,Nathan Saliba,285023_43899,Canada,CAN,MF,103,5.0,2.0,1.0,0.0,0.0,0.0
485064,Niko Sigur,285023_43899,Canada,CAN,DF,103,5.0,1.0,1.0,0.0,0.0,0.0
466838,Danley Jean Jacques,285023_43908,Haiti,HAI,MF,103,5.0,3.0,1.0,0.0,0.0,0.0
441252,Alistair Johnston,285023_43899,Canada,CAN,DF,103,5.0,4.0,1.0,0.0,0.0,0.0
419652,Erling Haaland,285023_43961,Norway,NOR,FW,103,5.0,3.0,0.0,0.0,0.0,0.0
483497,Fredrik Aursnes,285023_43961,Norway,NOR,MF,103,5.0,3.0,0.0,0.0,0.0,0.0
401470,Marcus Rashford,285023_43942,England,ENG,FW,103,5.0,1.0,0.0,0.0,0.0,1.0
433534,Nizar Alrashdan,285023_43820,Jordan,JOR,MF,103,5.0,4.0,0.0,0.0,0.0,0.0
448140,Micky Van De Ven,285023_43960,Netherlands,NED,DF,103,5.0,1.0,1.0,0.0,0.0,0.0
441316,Yoane Wissa,285023_20014,Congo DR,COD,FW,103,5.0,9.0,0.0,0.0,0.0,1.0
407993,Mohamed Kanno,285023_43835,Saudi Arabia,KSA,MF,103,5.0,0.0,1.0,0.0,0.0,0.0
403289,Takehiro Tomiyasu,285023_43819,Japan,JPN,DF,103,5.0,2.0,0.0,0.0,0.0,0.0
448612,Bilal El Khannouss,285023_43872,Morocco,MAR,MF,103,5.0,5.0,1.0,0.0,0.0,0.0
477852,Kevin Pina,285023_43850,Cabo Verde,CPV,MF,103,5.0,3.0,1.0,0.0,0.0,0.0
433161,Edo Kayembe,285023_20014,Congo DR,COD,MF,103,5.0,3.0,0.0,0.0,0.0,0.0
429063,Edmilson Junior,285023_43834,Qatar,QAT,FW,164,4.0,2.0,0.0,0.0,0.0,1.0
419441,Homam Ahmed,285023_43834,Qatar,QAT,DF,164,4.0,0.0,0.0,1.0,0.0,0.0
433724,Willy Semedo,285023_43850,Cabo Verde,CPV,MF,164,4.0,2.0,0.0,0.0,0.0,0.0
441350,Hicham Boudaoui,285023_43843,Algeria,ALG,MF,164,4.0,1.0,1.0,0.0,0.0,0.0
401894,Jamiro Monteiro,285023_43850,Cabo Verde,CPV,MF,164,4.0,2.0,0.0,0.0,0.0,0.0
346743,Shoja Khalilzadeh,285023_43817,IR Iran,IRN,DF,164,4.0,0.0,1.0,0.0,0.0,1.0
431225,Yazan Alarab,285023_43820,Jordan,JOR,DF,164,4.0,0.0,1.0,0.0,0.0,0.0
419281,Saud Abdulhamid,285023_43835,Saudi Arabia,KSA,DF,164,4.0,2.0,1.0,0.0,0.0,0.0
441240,Andres Andrade,285023_43914,Panama,PAN,DF,164,4.0,0.0,1.0,0.0,0.0,0.0
479294,Kaishu Sano,285023_43819,Japan,JPN,MF,164,4.0,1.0,1.0,0.0,0.0,0.0
395516,Cesar Montes,285023_43911,Mexico,MEX,DF,164,4.0,4.0,0.0,1.0,0.0,0.0
430597,Gabriel Martinelli,285023_43924,Brazil,BRA,FW,164,4.0,4.0,0.0,0.0,0.0,0.0
510757,Josue Casimir,285023_43908,Haiti,HAI,FW,164,4.0,4.0,1.0,0.0,0.0,0.0
441251,Antonee Robinson,285023_43921,USA,USA,DF,164,4.0,1.0,1.0,0.0,0.0,0.0
430605,Bruno Guimaraes,285023_43924,Brazil,BRA,MF,164,4.0,7.0,0.0,0.0,0.0,0.0
394456,Fabinho,285023_43924,Brazil,BRA,MF,164,4.0,0.0,1.0,0.0,0.0,0.0
411176,Jose Luis Rodriguez,285023_43914,Panama,PAN,MF,164,4.0,2.0,0.0,0.0,0.0,0.0
373400,Enner Valencia,285023_43927,Ecuador,ECU,FW,164,4.0,7.0,0.0,0.0,0.0,2.0
411174,Jose Fajardo,285023_43914,Panama,PAN,FW,164,4.0,3.0,1.0,0.0,0.0,1.0
405742,Vinicius Junior,285023_43924,Brazil,BRA,FW,164,4.0,10.0,0.0,0.0,0.0,3.0
504990,Kerim Alajbegovic,285023_44037,Bosnia and Herzegovina,BIH,FW,164,4.0,6.0,0.0,0.0,0.0,1.0
431698,Jurien Gaari,285023_1895293,Curaçao,CUW,DF,164,4.0,1.0,1.0,0.0,0.0,0.0
477827,Deroy Duarte,285023_43850,Cabo Verde,CPV,MF,164,4.0,1.0,0.0,0.0,0.0,0.0
489517,Jan Paul Van Hecke,285023_43960,Netherlands,NED,DF,164,4.0,2.0,0.0,0.0,0.0,0.0
359381,Ivan Perisic,285023_43938,Croatia,CRO,FW,164,4.0,1.0,2.0,0.0,0.0,0.0
405893,Aurelien Tchouameni,285023_43946,France,FRA,MF,164,4.0,2.0,1.0,0.0,0.0,0.0
430707,Jules Kounde,285023_43946,France,FRA,DF,164,4.0,4.0,0.0,0.0,0.0,1.0
448196,Bukayo Saka,285023_43942,England,ENG,FW,164,4.0,7.0,0.0,0.0,0.0,3.0
485068,Igor Matanovic,285023_43938,Croatia,CRO,FW,164,4.0,3.0,0.0,0.0,0.0,1.0
424051,Brian Brobbey,285023_43960,Netherlands,NED,FW,164,4.0,3.0,0.0,0.0,0.0,2.0
433754,Adam Hlozek,285023_43995,Czechia,CZE,FW,164,4.0,4.0,0.0,0.0,0.0,0.0
484139,Baris Alper Yilmaz,285023_43972,Türkiye,TUR,FW,164,4.0,1.0,0.0,0.0,0.0,2.0
335999,Aymeric Laporte,285023_43969,Spain,ESP,DF,164,4.0,2.0,1.0,0.0,0.0,0.0
405545,Ferran Torres,285023_43969,Spain,ESP,FW,164,4.0,2.0,1.0,0.0,0.0,1.0
423522,Jordan Bos,285023_43976,Australia,AUS,DF,164,4.0,4.0,1.0,0.0,0.0,0.0
448104,Cedric Itten,285023_43971,Switzerland,SUI,FW,164,4.0,2.0,0.0,0.0,0.0,0.0
448341,Jeremy Doku,285023_43935,Belgium,BEL,FW,164,4.0,18.0,0.0,0.0,0.0,0.0
430750,Dani Olmo,285023_43969,Spain,ESP,FW,164,4.0,6.0,0.0,0.0,0.0,0.0
433191,Che Adams,285023_43967,Scotland,SCO,FW,164,4.0,2.0,0.0,0.0,0.0,0.0
433362,Ali Abdi,285023_43888,Tunisia,TUN,DF,164,4.0,2.0,0.0,0.0,0.0,0.0
463234,Thapelo Maseko,285023_43883,South Africa,RSA,FW,164,4.0,10.0,0.0,0.0,0.0,0.0
371958,Derek Cornelius,285023_43899,Canada,CAN,DF,164,4.0,3.0,1.0,0.0,0.0,0.0
433378,Hannibal Mejbri,285023_43888,Tunisia,TUN,MF,164,4.0,15.0,0.0,0.0,0.0,0.0
403083,Issa Diop,285023_43872,Morocco,MAR,DF,164,4.0,1.0,3.0,0.0,0.0,0.0
430697,Jean Ricner Bellegarde,285023_43908,Haiti,HAI,MF,164,4.0,5.0,1.0,0.0,0.0,0.0
311558,Granit Xhaka,285023_43971,Switzerland,SUI,MF,164,4.0,12.0,2.0,0.0,0.0,0.0
430150,Alexander Isak,285023_43970,Sweden,SWE,FW,164,4.0,1.0,0.0,0.0,0.0,5.0
390196,Callum Mccowatt,285023_43978,New Zealand,NZL,MF,164,4.0,1.0,1.0,0.0,0.0,0.0
401448,Denis Zakaria,285023_43971,Switzerland,SUI,MF,164,4.0,0.0,2.0,0.0,0.0,1.0
463580,Finn Surman,285023_43978,New Zealand,NZL,DF,164,4.0,1.0,0.0,0.0,0.0,0.0
395050,Aubrey Modiba,285023_43883,South Africa,RSA,DF,164,4.0,6.0,1.0,0.0,0.0,2.0
484087,Arda Guler,285023_43972,Türkiye,TUR,FW,251,3.0,10.0,0.0,0.0,0.0,2.0
433074,Amir Alammari,285023_43818,Iraq,IRQ,MF,251,3.0,0.0,2.0,0.0,0.0,0.0
405522,Keito Nakamura,285023_43819,Japan,JPN,MF,251,3.0,1.0,0.0,0.0,0.0,1.0
477795,Fares Chaibi,285023_43843,Algeria,ALG,MF,251,3.0,2.0,1.0,0.0,0.0,1.0
433585,Ibrahim Bayesh,285023_43818,Iraq,IRQ,MF,251,3.0,5.0,0.0,0.0,0.0,0.0
511828,Castrop Jens,285023_43822,Korea Republic,KOR,DF,251,3.0,0.0,0.0,0.0,0.0,0.0
389437,Ehsan Haddad,285023_43820,Jordan,JOR,DF,251,3.0,1.0,0.0,0.0,0.0,0.0
519958,Elliot Stroud,285023_43970,Sweden,SWE,DF,251,3.0,1.0,0.0,0.0,0.0,0.0
483312,Isak Hien,285023_43970,Sweden,SWE,DF,251,3.0,3.0,1.0,0.0,0.0,0.0
502946,Benjamin Nygren,285023_43970,Sweden,SWE,MF,251,3.0,0.0,0.0,0.0,0.0,0.0
441135,Jesper Karlstrom,285023_43970,Sweden,SWE,MF,251,3.0,0.0,0.0,0.0,0.0,0.0
405454,Elijah Just,285023_43978,New Zealand,NZL,MF,251,3.0,2.0,1.0,0.0,0.0,0.0
485131,Ben Gannon Doak,285023_43967,Scotland,SCO,FW,251,3.0,1.0,0.0,0.0,0.0,0.0
355775,Jackson Irvine,285023_43976,Australia,AUS,MF,251,3.0,3.0,1.0,0.0,0.0,0.0
390181,Joe Bell,285023_43978,New Zealand,NZL,MF,251,3.0,0.0,0.0,0.0,0.0,0.0
489603,Ali Nemati,285023_43817,IR Iran,IRN,DF,251,3.0,0.0,1.0,0.0,0.0,1.0
430740,Brahim Diaz,285023_43872,Morocco,MAR,FW,251,3.0,10.0,0.0,0.0,0.0,0.0
514208,Christ Inao Oulai,285023_43854,Côte d'Ivoire,CIV,MF,251,3.0,5.0,0.0,0.0,0.0,0.0
485760,Ayyoub Bouaddi,285023_43872,Morocco,MAR,MF,251,3.0,6.0,0.0,0.0,0.0,0.0
424071,Anass Salah Eddine,285023_43872,Morocco,MAR,DF,251,3.0,2.0,0.0,0.0,0.0,0.0
429095,Hamdy Fathy,285023_43855,Egypt,EGY,MF,251,3.0,2.0,1.0,0.0,0.0,1.0
441307,Azzedine Ounahi,285023_43872,Morocco,MAR,MF,251,3.0,7.0,1.0,0.0,0.0,0.0
448103,Fabian Rieder,285023_43971,Switzerland,SUI,MF,251,3.0,6.0,0.0,0.0,0.0,0.0
400416,Edgar Yoel Barcenas,285023_43914,Panama,PAN,MF,251,3.0,3.0,1.0,0.0,0.0,0.0
502727,Johan Manzambi,285023_43971,Switzerland,SUI,MF,251,3.0,3.0,0.0,0.0,0.0,1.0
448310,Kevin Rodriguez,285023_43927,Ecuador,ECU,FW,251,3.0,1.0,0.0,0.0,0.0,0.0
402926,Gonzalo Montiel,285023_43922,Argentina,ARG,DF,251,3.0,0.0,1.0,0.0,0.0,0.0
448189,Anthony Gordon,285023_43942,England,ENG,FW,251,3.0,9.0,0.0,0.0,0.0,0.0
448152,Cody Gakpo,285023_43960,Netherlands,NED,FW,251,3.0,3.0,0.0,0.0,0.0,3.0
385248,Florian Grillitsch,285023_43934,Austria,AUT,MF,251,3.0,1.0,0.0,0.0,0.0,0.0
418535,Joao Felix,285023_43963,Portugal,POR,FW,251,3.0,6.0,0.0,0.0,0.0,0.0
484860,Bradley Barcola,285023_43946,France,FRA,FW,251,3.0,1.0,1.0,0.0,0.0,1.0
395205,Bernardo Silva,285023_43963,Portugal,POR,MF,251,3.0,0.0,2.0,0.0,0.0,0.0
492363,Felix Nmecha,285023_43948,Germany,GER,MF,251,3.0,3.0,0.0,0.0,0.0,0.0
401339,Andy Robertson,285023_43967,Scotland,SCO,DF,251,3.0,1.0,1.0,0.0,0.0,0.0
464114,Desire Doue,285023_43946,France,FRA,FW,251,3.0,5.0,0.0,0.0,0.0,0.0
411367,Kai Havertz,285023_43948,Germany,GER,FW,251,3.0,4.0,1.0,0.0,0.0,1.0
433097,Declan Rice,285023_43942,England,ENG,MF,251,3.0,0.0,2.0,0.0,0.0,1.0
484851,Deniz Undav,285023_43948,Germany,GER,FW,251,3.0,0.0,0.0,0.0,0.0,0.0
403063,Axel Tuanzebe,285023_20014,Congo DR,COD,DF,251,3.0,3.0,0.0,0.0,0.0,0.0
407680,Juergen Locadia,285023_1895293,Curaçao,CUW,FW,251,3.0,4.0,0.0,0.0,0.0,2.0
483966,Benjamin Tahirovic,285023_44037,Bosnia and Herzegovina,BIH,MF,251,3.0,2.0,0.0,0.0,0.0,0.0
441234,Julio Enciso,285023_43928,Paraguay,PAR,FW,251,3.0,10.0,0.0,0.0,0.0,0.0
477536,Federico Vinas,285023_43930,Uruguay,URU,FW,251,3.0,3.0,0.0,0.0,0.0,3.0
419518,Erik Lira,285023_43911,Mexico,MEX,MF,251,3.0,4.0,0.0,0.0,0.0,0.0
369744,Gustavo Gomez,285023_43928,Paraguay,PAR,DF,251,3.0,2.0,0.0,0.0,0.0,1.0
466624,Folarin Balogun,285023_43921,USA,USA,FW,251,3.0,8.0,1.0,1.0,0.0,3.0
500037,Gilberto Mora,285023_43911,Mexico,MEX,MF,251,3.0,3.0,0.0,0.0,0.0,0.0
369749,Junior Alonso,285023_43928,Paraguay,PAR,DF,251,3.0,3.0,1.0,0.0,0.0,1.0
386339,Guillermo Martinez,285023_43911,Mexico,MEX,FW,251,3.0,1.0,0.0,0.0,0.0,0.0
367981,Douglas Santos,285023_43924,Brazil,BRA,DF,251,3.0,2.0,1.0,0.0,0.0,1.0
418963,Facundo Medina,285023_43922,Argentina,ARG,DF,251,3.0,2.0,1.0,0.0,0.0,1.0
494640,Amar Memic,285023_44037,Bosnia and Herzegovina,BIH,MF,251,3.0,3.0,0.0,0.0,0.0,0.0
441242,Cesar Blackman,285023_43914,Panama,PAN,DF,368,2.0,2.0,1.0,0.0,0.0,1.0
405755,Jaminton Campaz,285023_43926,Colombia,COL,FW,368,2.0,3.0,0.0,0.0,0.0,2.0
485804,Gustavo Caballero,285023_43928,Paraguay,PAR,MF,368,2.0,2.0,0.0,0.0,0.0,1.0
316002,David Alaba,285023_43934,Austria,AUT,DF,368,2.0,0.0,0.0,0.0,0.0,0.0
486875,Gustavo Velazquez,285023_43928,Paraguay,PAR,DF,368,2.0,0.0,0.0,0.0,0.0,0.0
390272,Auston Trusty,285023_43921,USA,USA,DF,368,2.0,0.0,0.0,0.0,0.0,0.0
402985,Jordy Caicedo,285023_43927,Ecuador,ECU,FW,368,2.0,0.0,0.0,0.0,0.0,0.0
489417,Isidro Pitta,285023_43928,Paraguay,PAR,FW,368,2.0,0.0,0.0,0.0,0.0,2.0
419055,Brenden Aaronson,285023_43921,USA,USA,FW,368,2.0,1.0,0.0,0.0,0.0,0.0
401334,John Mcginn,285023_43967,Scotland,SCO,MF,368,2.0,11.0,0.0,0.0,0.0,0.0
448180,Josko Gvardiol,285023_43938,Croatia,CRO,DF,368,2.0,3.0,0.0,0.0,0.0,0.0
489518,Crysencio Summerville,285023_43960,Netherlands,NED,FW,368,2.0,5.0,1.0,0.0,0.0,1.0
